,OEM,MODEL,BODY_TYPE,PRICE_IN_LAKHS,YEAR,MONTH,SALE,SALE_OUT_OF
0,Datsun,Go,Hatchback,4.03,2020,1,88.0,1163.0
1,Datsun,Go Plus,MUV,4.26,2020,1,55.0,1163.0
2,Datsun,RediGo,Hatchback,3.98,2020,1,1020.0,1163.0
3,Honda,Amaze,Sedan,6.39,2020,1,3160.0,5239.0
4,Honda,City,Sedan,11.23,2020,1,1734.0,5239.0
5,Honda,Civic,Sedan,17.95,2020,1,146.0,5239.0
6,Honda,CRV,MUV,20.0,2020,1,37.0,5239.0
7,Honda,Jazz,Hatchback,7.72,2020,1,46.0,5239.0
8,Honda,WRV,SUV,8.83,2020,1,116.0,5239.0
9,Hyundai,Creta,SUV,10.22,2020,1,6900.0,42002.0
10,Hyundai,Elantra,Sedan,17.86,2020,1,63.0,42002.0
11,Hyundai,Elite i20,Hatchback,5.57,2020,1,8137.0,42002.0
12,Hyundai,Grand i10,Hatchback,5.0,2020,1,8774.0,42002.0
13,Hyundai,Kona,Electric,23.0,2020,1,39.0,42002.0
14,Hyundai,Santro,Hatchback,3.13,2020,1,3671.0,42002.0
15,Hyundai,Tucson,SUV,23.0,2020,1,37.0,42002.0
16,Hyundai,Venue,SUV,7.0,2020,1,6733.0,42002.0
17,Hyundai,Verna,Sedan,8.0,2020,1,957.0,42002.0
18,Hyundai,"Xcent, Aura",Sedan,6.0,2020,1,6691.0,42002.0
19,Jeep,Compass,SUV,17.79,2020,1,701.0,701.0
20,Jeep,Wrangler,SUV,56.33,2020,1,,701.0
21,Kia,Carnival,Van,25.48,2020,1,450.0,15450.0
22,Kia,Seltos,SUV,9.95,2020,1,15000.0,15450.0
23,Mahindra,Alturas G4,SUV,28.85,2020,1,68.0,19407.0
24,Mahindra,Bolero,SUV,8.99,2020,1,7233.0,19407.0
25,Mahindra,KUV100,SUV,6.19,2020,1,59.0,19407.0
26,Mahindra,Marazzo,SUV,12.79,2020,1,1267.0,19407.0
27,Mahindra,Scorpio,SUV,13.18,2020,1,5316.0,19407.0
28,Mahindra,Thar,SUV,13.17,2020,1,,19407.0
29,Mahindra,TUV300,SUV,15.0,2020,1,649.0,19407.0
30,Mahindra,"Verito, Vibe",Sedan,10.0,2020,1,,19407.0
31,Mahindra,XUV300,SUV,8.16,2020,1,3360.0,19407.0
32,Mahindra,XUV500,SUV,13.0,2020,1,1455.0,19407.0
33,Maruti Suzuki,Alto,Hatchback,3.25,2020,1,18914.0,139843.0
34,Maruti Suzuki,Baleno,Hatchback,6.03,2020,1,20485.0,139843.0
35,Maruti Suzuki,Celerio,Hatchback,5.14,2020,1,6236.0,139843.0
36,Maruti Suzuki,Ciaz,Sedan,8.67,2020,1,835.0,139843.0
37,Maruti Suzuki,Dzire,Sedan,6.09,2020,1,22406.0,139843.0
38,Maruti Suzuki,Eeco,Van,4.53,2020,1,12324.0,139843.0
39,Maruti Suzuki,Ertiga,MUV,8.11,2020,1,4997.0,139843.0
40,Maruti Suzuki,Gypsy,SUV,6.5,2020,1,,139843.0
41,Maruti Suzuki,Ignis,Hatchback,5.08,2020,1,,139843.0
42,Maruti Suzuki,S-Cross,SUV,8.6,2020,1,558.0,139843.0
43,Maruti Suzuki,S-Presso,SUV,3.85,2020,1,6971.0,139843.0
44,Maruti Suzuki,Swift,Hatchback,5.9,2020,1,19981.0,139843.0
45,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,1,10134.0,139843.0
46,Maruti Suzuki,WagonR,Hatchback,5.16,2020,1,15232.0,139843.0
47,Maruti Suzuki,XL6,MUV,10.01,2020,1,770.0,139843.0
48,MG,Hector,SUV,13.95,2020,1,3130.0,3130.0
49,MG,ZS EV,SUV,21.49,2020,1,,3130.0
50,Nissan,Kicks,SUV,9.5,2020,1,172.0,172.0
51,Renault,Captur,SUV,9.5,2020,1,,7805.0
52,Renault,Duster,SUV,9.85,2020,1,405.0,7805.0
53,Renault,Kwid,Hatchback,4.24,2020,1,3281.0,7805.0
54,Renault,Triber,MUV,5.67,2020,1,4119.0,7805.0
55,Skoda,Kodiaq,SUV,34.99,2020,1,189.0,1347.0
56,Skoda,Octavia,Sedan,26.29,2020,1,207.0,1347.0
57,Skoda,Rapid,Sedan,11.99,2020,1,815.0,1347.0
58,Skoda,Superb,Sedan,32.85,2020,1,136.0,1347.0
59,Tata,Altroz,Hatchback,5.99,2020,1,4505.0,13856.0
60,Tata,Harrier,SUV,14.49,2020,1,719.0,13856.0
61,Tata,Hexa,MUV,13.69,2020,1,46.0,13856.0
62,Tata,Nexon,SUV,7.39,2020,1,3382.0,13856.0
63,Tata,Tiago,Hatchback,5.19,2020,1,4313.0,13856.0
64,Tata,Tigor,Hatchback,5.79,2020,1,891.0,13856.0
65,Toyota,Camry,Sedan,41.7,2020,1,85.0,5804.0
66,Toyota,Fortuner,MUV,31.38,2020,1,228.0,5804.0
67,Toyota,Glanza,Hatchback,7.69,2020,1,2191.0,5804.0
68,Toyota,Innova,MUV,17.3,2020,1,2575.0,5804.0
69,Toyota,Vellfire,Van,89.85,2020,1,,5804.0
70,Toyota,Yaris,Sedan,9.29,2020,1,725.0,5804.0
71,Volkswagen,Polo,Hatchback,6.49,2020,1,632.0,968.0
72,Volkswagen,Tiguan,SUV,11.0,2020,1,86.0,968.0
73,Volkswagen,T-Roc,SUV,21.35,2020,1,,968.0
74,Volkswagen,Vento,Sedan,10.0,2020,1,250.0,968.0
75,Datsun,Go,Hatchback,4.03,2020,2,98.0,671.0
76,Datsun,Go Plus,MUV,4.26,2020,2,60.0,671.0
77,Datsun,RediGo,Hatchback,3.98,2020,2,513.0,671.0
78,Honda,Amaze,Sedan,6.39,2020,2,5814.0,7269.0
79,Honda,City,Sedan,11.23,2020,2,1256.0,7269.0
80,Honda,Civic,Sedan,17.95,2020,2,174.0,7269.0
81,Honda,CRV,MUV,20.0,2020,2,25.0,7269.0
82,Honda,Jazz,Hatchback,7.72,2020,2,,7269.0
83,Honda,WRV,SUV,8.83,2020,2,,7269.0
84,Hyundai,Creta,SUV,10.22,2020,2,700.0,40010.0
85,Hyundai,Elantra,Sedan,17.86,2020,2,46.0,40010.0
86,Hyundai,Elite i20,Hatchback,5.57,2020,2,8766.0,40010.0
87,Hyundai,Grand i10,Hatchback,5.0,2020,2,10407.0,40010.0
88,Hyundai,Kona,Electric,23.0,2020,2,32.0,40010.0
89,Hyundai,Santro,Hatchback,3.13,2020,2,4200.0,40010.0
90,Hyundai,Tucson,SUV,23.0,2020,2,,40010.0
91,Hyundai,Venue,SUV,7.0,2020,2,10321.0,40010.0
92,Hyundai,Verna,Sedan,8.0,2020,2,570.0,40010.0
93,Hyundai,"Xcent, Aura",Sedan,6.0,2020,2,4968.0,40010.0
94,Jeep,Compass,SUV,17.79,2020,2,666.0,666.0
95,Jeep,Wrangler,SUV,56.33,2020,2,,666.0
96,Kia,Carnival,Van,25.48,2020,2,1620.0,15644.0
97,Kia,Seltos,SUV,9.95,2020,2,14024.0,15644.0
98,Mahindra,Alturas G4,SUV,28.85,2020,2,38.0,10673.0
99,Mahindra,Bolero,SUV,8.99,2020,2,4067.0,10673.0
100,Mahindra,KUV100,SUV,6.19,2020,2,108.0,10673.0
101,Mahindra,Marazzo,SUV,12.79,2020,2,1236.0,10673.0
102,Mahindra,Scorpio,SUV,13.18,2020,2,1505.0,10673.0
103,Mahindra,Thar,SUV,13.17,2020,2,,10673.0
104,Mahindra,TUV300,SUV,15.0,2020,2,944.0,10673.0
105,Mahindra,"Verito, Vibe",Sedan,10.0,2020,2,,10673.0
106,Mahindra,XUV300,SUV,8.16,2020,2,2431.0,10673.0
107,Mahindra,XUV500,SUV,13.0,2020,2,344.0,10673.0
108,Maruti Suzuki,Alto,Hatchback,3.25,2020,2,17921.0,133632.0
109,Maruti Suzuki,Baleno,Hatchback,6.03,2020,2,16585.0,133632.0
110,Maruti Suzuki,Celerio,Hatchback,5.14,2020,2,6104.0,133632.0
111,Maruti Suzuki,Ciaz,Sedan,8.67,2020,2,2544.0,133632.0
112,Maruti Suzuki,Dzire,Sedan,6.09,2020,2,7296.0,133632.0
113,Maruti Suzuki,Eeco,Van,4.53,2020,2,11227.0,133632.0
114,Maruti Suzuki,Ertiga,MUV,8.11,2020,2,11782.0,133632.0
115,Maruti Suzuki,Gypsy,SUV,6.5,2020,2,,133632.0
116,Maruti Suzuki,Ignis,Hatchback,5.08,2020,2,2912.0,133632.0
117,Maruti Suzuki,S-Cross,SUV,8.6,2020,2,,133632.0
118,Maruti Suzuki,S-Presso,SUV,3.85,2020,2,9578.0,133632.0
119,Maruti Suzuki,Swift,Hatchback,5.9,2020,2,18696.0,133632.0
120,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,2,6866.0,133632.0
121,Maruti Suzuki,WagonR,Hatchback,5.16,2020,2,18235.0,133632.0
122,Maruti Suzuki,XL6,MUV,10.01,2020,2,3886.0,133632.0
123,MG,Hector,SUV,13.95,2020,2,1218.0,1376.0
124,MG,ZS EV,SUV,21.49,2020,2,158.0,1376.0
125,Nissan,Kicks,SUV,9.5,2020,2,267.0,267.0
126,Renault,Captur,SUV,9.5,2020,2,,8784.0
127,Renault,Duster,SUV,9.85,2020,2,642.0,8784.0
128,Renault,Kwid,Hatchback,4.24,2020,2,4187.0,8784.0
129,Renault,Triber,MUV,5.67,2020,2,3955.0,8784.0
130,Skoda,Kodiaq,SUV,34.99,2020,2,176.0,1259.0
131,Skoda,Octavia,Sedan,26.29,2020,2,226.0,1259.0
132,Skoda,Rapid,Sedan,11.99,2020,2,680.0,1259.0
133,Skoda,Superb,Sedan,32.85,2020,2,177.0,1259.0
134,Tata,Altroz,Hatchback,5.99,2020,2,2806.0,12196.0
135,Tata,Harrier,SUV,14.49,2020,2,641.0,12196.0
136,Tata,Hexa,MUV,13.69,2020,2,152.0,12196.0
137,Tata,Nexon,SUV,7.39,2020,2,3894.0,12196.0
138,Tata,Tiago,Hatchback,5.19,2020,2,3921.0,12196.0
139,Tata,Tigor,Hatchback,5.79,2020,2,782.0,12196.0
140,Toyota,Camry,Sedan,41.7,2020,2,89.0,10352.0
141,Toyota,Fortuner,MUV,31.38,2020,2,1510.0,10352.0
142,Toyota,Glanza,Hatchback,7.69,2020,2,2710.0,10352.0
143,Toyota,Innova,MUV,17.3,2020,2,5459.0,10352.0
144,Toyota,Vellfire,Van,89.85,2020,2,42.0,10352.0
145,Toyota,Yaris,Sedan,9.29,2020,2,542.0,10352.0
146,Volkswagen,Polo,Hatchback,6.49,2020,2,144.0,314.0
147,Volkswagen,Tiguan,SUV,11.0,2020,2,27.0,314.0
148,Volkswagen,T-Roc,SUV,21.35,2020,2,,314.0
149,Volkswagen,Vento,Sedan,10.0,2020,2,143.0,314.0
150,Datsun,Go,Hatchback,4.03,2020,3,2.0,153.0
151,Datsun,Go Plus,MUV,4.26,2020,3,12.0,153.0
152,Datsun,RediGo,Hatchback,3.98,2020,3,139.0,153.0
153,Honda,Amaze,Sedan,6.39,2020,3,2744.0,3697.0
154,Honda,City,Sedan,11.23,2020,3,786.0,3697.0
155,Honda,Civic,Sedan,17.95,2020,3,67.0,3697.0
156,Honda,CRV,MUV,20.0,2020,3,14.0,3697.0
157,Honda,Jazz,Hatchback,7.72,2020,3,,3697.0
158,Honda,WRV,SUV,8.83,2020,3,86.0,3697.0
159,Hyundai,Creta,SUV,10.22,2020,3,6706.0,26300.0
160,Hyundai,Elantra,Sedan,17.86,2020,3,28.0,26300.0
161,Hyundai,Elite i20,Hatchback,5.57,2020,3,3455.0,26300.0
162,Hyundai,Grand i10,Hatchback,5.0,2020,3,4293.0,26300.0
163,Hyundai,Kona,Electric,23.0,2020,3,14.0,26300.0
164,Hyundai,Santro,Hatchback,3.13,2020,3,2169.0,26300.0
165,Hyundai,Tucson,SUV,23.0,2020,3,,26300.0
166,Hyundai,Venue,SUV,7.0,2020,3,6127.0,26300.0
167,Hyundai,Verna,Sedan,8.0,2020,3,893.0,26300.0
168,Hyundai,"Xcent, Aura",Sedan,6.0,2020,3,2615.0,26300.0
169,Jeep,Compass,SUV,17.79,2020,3,163.0,163.0
170,Jeep,Wrangler,SUV,56.33,2020,3,,163.0
171,Kia,Carnival,Van,25.48,2020,3,1117.0,8583.0
172,Kia,Seltos,SUV,9.95,2020,3,7466.0,8583.0
173,Mahindra,Alturas G4,SUV,28.85,2020,3,,3105.0
174,Mahindra,Bolero,SUV,8.99,2020,3,2080.0,3105.0
175,Mahindra,KUV100,SUV,6.19,2020,3,31.0,3105.0
176,Mahindra,Marazzo,SUV,12.79,2020,3,23.0,3105.0
177,Mahindra,Scorpio,SUV,13.18,2020,3,40.0,3105.0
178,Mahindra,Thar,SUV,13.17,2020,3,,3105.0
179,Mahindra,TUV300,SUV,15.0,2020,3,108.0,3105.0
180,Mahindra,"Verito, Vibe",Sedan,10.0,2020,3,,3105.0
181,Mahindra,XUV300,SUV,8.16,2020,3,814.0,3105.0
182,Mahindra,XUV500,SUV,13.0,2020,3,9.0,3105.0
183,Maruti Suzuki,Alto,Hatchback,3.25,2020,3,10829.0,76039.0
184,Maruti Suzuki,Baleno,Hatchback,6.03,2020,3,11406.0,76039.0
185,Maruti Suzuki,Celerio,Hatchback,5.14,2020,3,4010.0,76039.0
186,Maruti Suzuki,Ciaz,Sedan,8.67,2020,3,1863.0,76039.0
187,Maruti Suzuki,Dzire,Sedan,6.09,2020,3,5476.0,76039.0
188,Maruti Suzuki,Eeco,Van,4.53,2020,3,5966.0,76039.0
189,Maruti Suzuki,Ertiga,MUV,8.11,2020,3,3969.0,76039.0
190,Maruti Suzuki,Gypsy,SUV,6.5,2020,3,,76039.0
191,Maruti Suzuki,Ignis,Hatchback,5.08,2020,3,1901.0,76039.0
192,Maruti Suzuki,S-Cross,SUV,8.6,2020,3,,76039.0
193,Maruti Suzuki,S-Presso,SUV,3.85,2020,3,5159.0,76039.0
194,Maruti Suzuki,Swift,Hatchback,5.9,2020,3,8575.0,76039.0
195,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,3,5513.0,76039.0
196,Maruti Suzuki,WagonR,Hatchback,5.16,2020,3,9151.0,76039.0
197,Maruti Suzuki,XL6,MUV,10.01,2020,3,2221.0,76039.0
198,MG,Hector,SUV,13.95,2020,3,1402.0,1518.0
199,MG,ZS EV,SUV,21.49,2020,3,116.0,1518.0
200,Nissan,Kicks,SUV,9.5,2020,3,519.0,519.0
201,Renault,Captur,SUV,9.5,2020,3,,3269.0
202,Renault,Duster,SUV,9.85,2020,3,150.0,3269.0
203,Renault,Kwid,Hatchback,4.24,2020,3,1475.0,3269.0
204,Renault,Triber,MUV,5.67,2020,3,1644.0,3269.0
205,Skoda,Kodiaq,SUV,34.99,2020,3,59.0,451.0
206,Skoda,Octavia,Sedan,26.29,2020,3,89.0,451.0
207,Skoda,Rapid,Sedan,11.99,2020,3,180.0,451.0
208,Skoda,Superb,Sedan,32.85,2020,3,123.0,451.0
209,Tata,Altroz,Hatchback,5.99,2020,3,1147.0,5676.0
210,Tata,Harrier,SUV,14.49,2020,3,632.0,5676.0
211,Tata,Hexa,MUV,13.69,2020,3,,5676.0
212,Tata,Nexon,SUV,7.39,2020,3,2646.0,5676.0
213,Tata,Tiago,Hatchback,5.19,2020,3,1127.0,5676.0
214,Tata,Tigor,Hatchback,5.79,2020,3,124.0,5676.0
215,Toyota,Camry,Sedan,41.7,2020,3,60.0,7023.0
216,Toyota,Fortuner,MUV,31.38,2020,3,1100.0,7023.0
217,Toyota,Glanza,Hatchback,7.69,2020,3,1533.0,7023.0
218,Toyota,Innova,MUV,17.3,2020,3,3810.0,7023.0
219,Toyota,Vellfire,Van,89.85,2020,3,96.0,7023.0
220,Toyota,Yaris,Sedan,9.29,2020,3,424.0,7023.0
221,Volkswagen,Polo,Hatchback,6.49,2020,3,105.0,128.0
222,Volkswagen,Tiguan,SUV,11.0,2020,3,4.0,128.0
223,Volkswagen,T-Roc,SUV,21.35,2020,3,,128.0
224,Volkswagen,Vento,Sedan,10.0,2020,3,19.0,128.0
225,Datsun,Go,Hatchback,4.03,2020,4,,
226,Datsun,Go Plus,MUV,4.26,2020,4,,
227,Datsun,RediGo,Hatchback,3.98,2020,4,,
228,Honda,Amaze,Sedan,6.39,2020,4,,
229,Honda,City,Sedan,11.23,2020,4,,
230,Honda,Civic,Sedan,17.95,2020,4,,
231,Honda,CRV,MUV,20.0,2020,4,,
232,Honda,Jazz,Hatchback,7.72,2020,4,,
233,Honda,WRV,SUV,8.83,2020,4,,
234,Hyundai,Creta,SUV,10.22,2020,4,,
235,Hyundai,Elantra,Sedan,17.86,2020,4,,
236,Hyundai,Elite i20,Hatchback,5.57,2020,4,,
237,Hyundai,Grand i10,Hatchback,5.0,2020,4,,
238,Hyundai,Kona,Electric,23.0,2020,4,,
239,Hyundai,Santro,Hatchback,3.13,2020,4,,
240,Hyundai,Tucson,SUV,23.0,2020,4,,
241,Hyundai,Venue,SUV,7.0,2020,4,,
242,Hyundai,Verna,Sedan,8.0,2020,4,,
243,Hyundai,"Xcent, Aura",Sedan,6.0,2020,4,,
244,Jeep,Compass,SUV,17.79,2020,4,,
245,Jeep,Wrangler,SUV,56.33,2020,4,,
246,Kia,Carnival,Van,25.48,2020,4,,
247,Kia,Seltos,SUV,9.95,2020,4,,
248,Mahindra,Alturas G4,SUV,28.85,2020,4,,
249,Mahindra,Bolero,SUV,8.99,2020,4,,
250,Mahindra,KUV100,SUV,6.19,2020,4,,
251,Mahindra,Marazzo,SUV,12.79,2020,4,,
252,Mahindra,Scorpio,SUV,13.18,2020,4,,
253,Mahindra,Thar,SUV,13.17,2020,4,,
254,Mahindra,TUV300,SUV,15.0,2020,4,,
255,Mahindra,"Verito, Vibe",Sedan,10.0,2020,4,,
256,Mahindra,XUV300,SUV,8.16,2020,4,,
257,Mahindra,XUV500,SUV,13.0,2020,4,,
258,Maruti Suzuki,Alto,Hatchback,3.25,2020,4,,
259,Maruti Suzuki,Baleno,Hatchback,6.03,2020,4,,
260,Maruti Suzuki,Celerio,Hatchback,5.14,2020,4,,
261,Maruti Suzuki,Ciaz,Sedan,8.67,2020,4,,
262,Maruti Suzuki,Dzire,Sedan,6.09,2020,4,,
263,Maruti Suzuki,Eeco,Van,4.53,2020,4,,
264,Maruti Suzuki,Ertiga,MUV,8.11,2020,4,,
265,Maruti Suzuki,Gypsy,SUV,6.5,2020,4,,
266,Maruti Suzuki,Ignis,Hatchback,5.08,2020,4,,
267,Maruti Suzuki,S-Cross,SUV,8.6,2020,4,,
268,Maruti Suzuki,S-Presso,SUV,3.85,2020,4,,
269,Maruti Suzuki,Swift,Hatchback,5.9,2020,4,,
270,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,4,,
271,Maruti Suzuki,WagonR,Hatchback,5.16,2020,4,,
272,Maruti Suzuki,XL6,MUV,10.01,2020,4,,
273,MG,Hector,SUV,13.95,2020,4,,
274,MG,ZS EV,SUV,21.49,2020,4,,
275,Nissan,Kicks,SUV,9.5,2020,4,,
276,Renault,Captur,SUV,9.5,2020,4,,
277,Renault,Duster,SUV,9.85,2020,4,,
278,Renault,Kwid,Hatchback,4.24,2020,4,,
279,Renault,Triber,MUV,5.67,2020,4,,
280,Skoda,Kodiaq,SUV,34.99,2020,4,,
281,Skoda,Octavia,Sedan,26.29,2020,4,,
282,Skoda,Rapid,Sedan,11.99,2020,4,,
283,Skoda,Superb,Sedan,32.85,2020,4,,
284,Tata,Altroz,Hatchback,5.99,2020,4,,
285,Tata,Harrier,SUV,14.49,2020,4,,
286,Tata,Hexa,MUV,13.69,2020,4,,
287,Tata,Nexon,SUV,7.39,2020,4,,
288,Tata,Tiago,Hatchback,5.19,2020,4,,
289,Tata,Tigor,Hatchback,5.79,2020,4,,
290,Toyota,Camry,Sedan,41.7,2020,4,,
291,Toyota,Fortuner,MUV,31.38,2020,4,,
292,Toyota,Glanza,Hatchback,7.69,2020,4,,
293,Toyota,Innova,MUV,17.3,2020,4,,
294,Toyota,Vellfire,Van,89.85,2020,4,,
295,Toyota,Yaris,Sedan,9.29,2020,4,,
296,Volkswagen,Polo,Hatchback,6.49,2020,4,,
297,Volkswagen,Tiguan,SUV,11.0,2020,4,,
298,Volkswagen,T-Roc,SUV,21.35,2020,4,,
299,Volkswagen,Vento,Sedan,10.0,2020,4,,
300,Datsun,Go,Hatchback,4.03,2020,5,78.0,304.0
301,Datsun,Go Plus,MUV,4.26,2020,5,62.0,304.0
302,Datsun,RediGo,Hatchback,3.98,2020,5,164.0,304.0
303,Honda,Amaze,Sedan,6.39,2020,5,140.0,375.0
304,Honda,City,Sedan,11.23,2020,5,118.0,375.0
305,Honda,Civic,Sedan,17.95,2020,5,1.0,375.0
306,Honda,CRV,MUV,20.0,2020,5,2.0,375.0
307,Honda,Jazz,Hatchback,7.72,2020,5,,375.0
308,Honda,WRV,SUV,8.83,2020,5,114.0,375.0
309,Hyundai,Creta,SUV,10.22,2020,5,3212.0,6883.0
310,Hyundai,Elantra,Sedan,17.86,2020,5,6.0,6883.0
311,Hyundai,Elite i20,Hatchback,5.57,2020,5,878.0,6883.0
312,Hyundai,Grand i10,Hatchback,5.0,2020,5,718.0,6883.0
313,Hyundai,Kona,Electric,23.0,2020,5,4.0,6883.0
314,Hyundai,Santro,Hatchback,3.13,2020,5,157.0,6883.0
315,Hyundai,Tucson,SUV,23.0,2020,5,,6883.0
316,Hyundai,Venue,SUV,7.0,2020,5,1242.0,6883.0
317,Hyundai,Verna,Sedan,8.0,2020,5,317.0,6883.0
318,Hyundai,"Xcent, Aura",Sedan,6.0,2020,5,349.0,6883.0
319,Jeep,Compass,SUV,17.79,2020,5,93.0,93.0
320,Jeep,Wrangler,SUV,56.33,2020,5,,93.0
321,Kia,Carnival,Van,25.48,2020,5,50.0,1661.0
322,Kia,Seltos,SUV,9.95,2020,5,1611.0,1661.0
323,Mahindra,Alturas G4,SUV,28.85,2020,5,,3745.0
324,Mahindra,Bolero,SUV,8.99,2020,5,1715.0,3745.0
325,Mahindra,KUV100,SUV,6.19,2020,5,24.0,3745.0
326,Mahindra,Marazzo,SUV,12.79,2020,5,,3745.0
327,Mahindra,Scorpio,SUV,13.18,2020,5,713.0,3745.0
328,Mahindra,Thar,SUV,13.17,2020,5,,3745.0
329,Mahindra,TUV300,SUV,15.0,2020,5,,3745.0
330,Mahindra,"Verito, Vibe",Sedan,10.0,2020,5,,3745.0
331,Mahindra,XUV300,SUV,8.16,2020,5,1257.0,3745.0
332,Mahindra,XUV500,SUV,13.0,2020,5,36.0,3745.0
333,Maruti Suzuki,Alto,Hatchback,3.25,2020,5,1506.0,13702.0
334,Maruti Suzuki,Baleno,Hatchback,6.03,2020,5,1587.0,13702.0
335,Maruti Suzuki,Celerio,Hatchback,5.14,2020,5,468.0,13702.0
336,Maruti Suzuki,Ciaz,Sedan,8.67,2020,5,192.0,13702.0
337,Maruti Suzuki,Dzire,Sedan,6.09,2020,5,2215.0,13702.0
338,Maruti Suzuki,Eeco,Van,4.53,2020,5,1617.0,13702.0
339,Maruti Suzuki,Ertiga,MUV,8.11,2020,5,2353.0,13702.0
340,Maruti Suzuki,Gypsy,SUV,6.5,2020,5,,13702.0
341,Maruti Suzuki,Ignis,Hatchback,5.08,2020,5,196.0,13702.0
342,Maruti Suzuki,S-Cross,SUV,8.6,2020,5,,13702.0
343,Maruti Suzuki,S-Presso,SUV,3.85,2020,5,489.0,13702.0
344,Maruti Suzuki,Swift,Hatchback,5.9,2020,5,597.0,13702.0
345,Maruti Suzuki,Vitara Brezza,SUV,7.68,2020,5,572.0,13702.0
346,Maruti Suzuki,WagonR,Hatchback,5.16,2020,5,1199.0,13702.0
347,Maruti Suzuki,XL6,MUV,10.01,2020,5,711.0,13702.0
348,MG,Hector,SUV,13.95,2020,5,672.0,710.0
349,MG,ZS EV,SUV,21.49,2020,5,38.0,710.0
350,Nissan,Kicks,SUV,9.5,2020,5,74.0,74.0
351,Renault,Captur,SUV,9.5,2020,5,,1753.0
352,Renault,Duster,SUV,9.85,2020,5,138.0,1753.0
353,Renault,Kwid,Hatchback,4.24,2020,5,684.0,1753.0
354,Renault,Triber,MUV,5.67,2020,5,931.0,1753.0
355,Skoda,Kodiaq,SUV,34.99,2020,5,112.0,508.0
356,Skoda,Octavia,Sedan,26.29,2020,5,32.0,508.0
357,Skoda,Rapid,Sedan,11.99,2020,5,291.0,508.0
358,Skoda,Superb,Sedan,32.85,2020,5,73.0,508.0
359,Tata,Altroz,Hatchback,5.99,2020,5,1379.0,3152.0
360,Tata,Harrier,SUV,14.49,2020,5,161.0,3152.0
361,Tata,Hexa,MUV,13.69,2020,5,,3152.0
362,Tata,Nexon,SUV,7.39,2020,5,623.0,3152.0
363,Tata,Tiago,Hatchback,5.19,2020,5,857.0,3152.0
364,Tata,Tigor,Hatchback,5.79,2020,5,132.0,3152.0
365,Toyota,Camry,Sedan,41.7,2020,5,13.0,1641.0
366,Toyota,Fortuner,MUV,31.38,2020,5,267.0,1641.0
367,Toyota,Glanza,Hatchback,7.69,2020,5,507.0,1641.0
368,Toyota,Innova,MUV,17.3,2020,5,759.0,1641.0
369,Toyota,Vellfire,Van,89.85,2020,5,32.0,1641.0
370,Toyota,Yaris,Sedan,9.29,2020,5,63.0,1641.0
371,Volkswagen,Polo,Hatchback,6.49,2020,5,1126.0,1404.0
372,Volkswagen,Tiguan,SUV,11.0,2020,5,30.0,1404.0
373,Volkswagen,T-Roc,SUV,21.35,2020,5,70.0,1404.0
374,Volkswagen,Vento,Sedan,10.0,2020,5,178.0,1404.0
375,Datsun,Go,Hatchback,4.03,2020,6,51.0,506.0
376,Datsun,Go Plus,MUV,4.26,2020,6,51.0,506.0
377,Datsun,RediGo,Hatchback,3.98,2020,6,404.0,506.0
378,Honda,Amaze,Sedan,6.39,2020,6,139.0,1398.0
379,Honda,City,Sedan,11.23,2020,6,585.0,1398.0
380,Honda,Civic,Sedan,17.95,2020,6,14.0,1398.0
381,Honda,CRV,MUV,20.0,2020,6,2.0,1398.0
382,Honda,Jazz,Hatchback,7.72,2020,6,,1398.0
383,Honda,WRV,SUV,8.83,2020,6,658.0,1398.0
384,Hyundai,Creta,SUV,10.22,2020,6,7207.0,21320.0
385,Hyundai,Elantra,Sedan,17.86,2020,6,15.0,21320.0
386,Hyundai,Elite i20,Hatchback,5.57,2020,6,2718.0,21320.0
387,Hyundai,Grand i10,Hatchback,5.0,2020,6,3593.0,21320.0
388,Hyundai,Kona,Electric,23.0,2020,6,16.0,21320.0
389,Hyundai,Santro,Hatchback,3.13,2020,6,1513.0,21320.0
390,Hyundai,Tucson,SUV,23.0,2020,6,30.0,21320.0
391,Hyundai,Venue,SUV,7.0,2020,6,4129.0,21320.0
392,Hyundai,Verna,Sedan,8.0,2020,6,1083.0,21320.0
393,Hyundai,"Xcent, Aura",Sedan,6.0,2020,6,1016.0,21320.0
394,Jeep,Compass,SUV,17.79,2020,6,246.0,256.0
395,Jeep,Wrangler,SUV,56.33,2020,6,10.0,256.0
396,Kia,Carnival,Van,25.48,2020,6,161.0,7275.0
397,Kia,Seltos,SUV,9.95,2020,6,7114.0,7275.0
398,Mahindra,Alturas G4,SUV,28.85,2020,6,,7959.0
399,Mahindra,Bolero,SUV,8.99,2020,6,3292.0,7959.0
400,Mahindra,KUV100,SUV,6.19,2020,6,49.0,7959.0
401,Mahindra,Marazzo,SUV,12.79,2020,6,,7959.0
402,Mahindra,Scorpio,SUV,13.18,2020,6,2574.0,7959.0
403,Mahindra,Thar,SUV,13.17,2020,6,,7959.0
404,Mahindra,TUV300,SUV,15.0,2020,6,,7959.0
405,Mahindra,"Verito, Vibe",Sedan,10.0,2020,6,1.0,7959.0
